,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,688682.SH,20210812,189.0,199.2,184.33,185.61,189.33,-3.72,-1.9648,8277.42,157611.128
1,688682.SH,20210811,187.0,190.98,181.02,189.33,189.36,-0.03,-0.0158,6380.51,118807.848
2,688682.SH,20210810,184.07,194.99,182.23,189.36,187.0,2.36,1.262,8571.77,162333.004
3,688682.SH,20210809,185.19,195.0,181.99,187.0,184.76,2.24,1.2124,7686.22,144602.511
4,688682.SH,20210806,178.01,189.98,176.62,184.76,176.06,8.7,4.9415,8701.9,159962.147
5,688682.SH,20210805,180.3,184.88,174.7,176.06,185.0,-8.94,-4.8324,9821.42,174934.141
6,688682.SH,20210804,200.0,200.0,167.09,185.0,181.18,3.82,2.1084,21506.49,382752.735
7,688682.SH,20210803,175.0,181.18,164.51,181.18,150.98,30.2,20.0026,4390.34,78178.306
8,688682.SH,20210802,143.36,152.08,141.22,150.98,142.2,8.78,6.1744,5849.73,86872.927
9,688682.SH,20210730,140.39,146.98,140.01,142.2,143.19,-0.99,-0.6914,4659.04,66452.983
10,688682.SH,20210729,140.0,147.03,138.0,143.19,135.55,7.64,5.6363,6446.53,92395.296
11,688682.SH,20210728,142.94,146.69,130.13,135.55,145.85,-10.3,-7.0621,7299.35,99838.912
12,688682.SH,20210727,146.3,154.47,143.52,145.85,146.3,-0.45,-0.3076,6433.87,95528.45
13,688682.SH,20210726,152.3,159.05,146.0,146.3,152.3,-6.0,-3.9396,7911.39,120844.812
14,688682.SH,20210723,161.8,163.72,150.0,152.3,166.01,-13.71,-8.2585,10556.9,164281.416
15,688682.SH,20210722,163.0,171.58,160.88,166.01,165.01,1.0,0.606,7659.59,127354.269
16,688682.SH,20210721,166.4,167.57,158.5,165.01,166.64,-1.63,-0.9782,6873.78,111566.707
17,688682.SH,20210720,159.99,172.12,159.99,166.64,160.19,6.45,4.0265,8431.39,140252.014
18,688682.SH,20210719,160.0,165.65,157.02,160.19,160.38,-0.19,-0.1185,5997.94,96923.823
19,688682.SH,20210716,159.36,167.0,157.0,160.38,157.0,3.38,2.1529,7421.13,120969.904
20,688682.SH,20210715,158.79,161.78,149.0,157.0,161.0,-4.0,-2.4845,8150.78,125727.926
21,688682.SH,20210714,163.79,169.02,158.6,161.0,169.0,-8.0,-4.7337,10189.77,165391.107
22,688682.SH,20210713,175.0,175.0,155.42,169.0,173.19,-4.19,-2.4193,14764.85,241515.431
23,688682.SH,20210712,155.5,174.0,155.5,173.19,152.0,21.19,13.9408,15485.46,256493.788
24,688682.SH,20210709,169.98,173.85,148.96,152.0,173.78,-21.78,-12.5331,17210.14,271229.558
25,688682.SH,20210708,165.0,174.88,160.0,173.78,168.6,5.18,3.0724,11870.87,199881.685
26,688682.SH,20210707,166.0,176.03,150.02,168.6,165.87,2.73,1.6459,13068.48,214214.491
27,688682.SH,20210706,164.0,179.88,157.0,165.87,163.2,2.67,1.636,17839.34,301338.241
28,688682.SH,20210705,141.82,170.25,136.55,164.0,141.89,22.11,15.5825,26136.52,397149.392
29,688682.SH,20210702,123.0,141.89,120.44,141.89,118.24,23.65,20.0017,13357.62,181361.696
30,688682.SH,20210701,129.81,129.81,118.24,118.24,128.2,-9.96,-7.7691,11124.5,136280.742
